SaleID,CustomerID,DealerID,Brand,CarModel,SaleAmount,SaleDate
68,7474,6185,Mercedes-Benz,Model_C,37845,2025-05-11
69,954,3409,Mercedes-Benz,Model_A,55198,2025-06-26
70,4098,3311,Hyundai,Model_A,22069,2025-01-05
71,6256,3348,Nissan,Model_C,39344,2025-04-08
72,808,8805,Nissan,Model_B,27592,2025-12-08
73,3090,1348,BMW,Model_C,59480,2025-12-03
74,5101,8521,Hyundai,Model_C,63936,2025-01-15
75,375,2348,Kia,Model_C,16137,2025-07-05
76,6924,233,Kia,Model_D,33444,2025-12-04
77,5241,2021,Mercedes-Benz,Model_C,68409,2025-09-16
78,7160,2576,Honda,Model_D,77861,2025-05-18
79,4009,4178,Ford,Model_D,60695,2025-10-15
80,4084,894,Ford,Model_C,18517,2025-07-19
81,5361,7832,Ford,Model_C,25992,2025-11-02
82,2584,3751,Hyundai,Model_B,44750,2025-08-25
83,1830,2635,Hyundai,Model_B,50193,2025-05-17
84,9165,9873,Honda,Model_C,69404,2025-10-12
85,1353,6293,Hyundai,Model_A,64095,2025-12-23
86,9568,4527,Hyundai,Model_D,58044,2025-05-10
87,7088,4120,Hyundai,Model_B,30614,2025-10-01
88,495,4225,Honda,Model_C,26132,2025-05-28
89,2560,8624,Kia,Model_D,50280,2025-06-11
90,4189,8089,Toyota,Model_A,47906,2025-10-16
91,7997,9816,Hyundai,Model_A,23187,2025-11-10
92,6157,7397,Toyota,Model_B,42755,2025-08-05
93,5632,729,Ford,Model_A,18754,2025-12-10
94,1257,7561,Tesla,Model_A,69306,2025-11-16
95,3954,4422,Kia,Model_A,59100,2025-04-04
96,6777,1602,BMW,Model_C,15824,2025-12-16
97,9625,2090,Honda,Model_D,73015,2025-05-12
98,7888,5303,Ford,Model_D,37630,2025-05-21
99,2936,8239,BMW,Model_B,64825,2025-09-25
100,6548,8027,Audi,Model_C,75321,2025-02-12
101,856,6929,Kia,Model_A,37775,2025-06-24
102,7670,1800,Hyundai,Model_C,69778,2025-07-22
103,6823,1327,Kia,Model_D,51679,2025-10-10
104,707,9268,BMW,Model_D,76225,2025-12-08
105,6358,4111,Kia,Model_A,37389,2025-10-12
106,5138,1957,Kia,Model_A,71598,2025-02-08
107,3393,9618,Hyundai,Model_D,79497,2025-04-06
108,2158,4273,Hyundai,Model_A,48473,2025-03-12
109,6471,9945,Kia,Model_A,53892,2025-03-03
110,2381,7040,Nissan,Model_D,70421,2025-12-10
111,9143,6355,Nissan,Model_D,51270,2025-05-17
112,7893,9357,Audi,Model_D,63465,2025-04-03
113,9366,6961,BMW,Model_A,37774,2025-03-16
114,835,4258,BMW,Model_D,52401,2025-03-06
115,5695,9231,Honda,Model_D,31412,2025-03-08
116,71,1975,Ford,Model_D,33452,2025-07-19
117,164,1813,Tesla,Model_D,28356,2025-02-25
118,9928,1483,Nissan,Model_D,30972,2025-08-22
119,279,8588,Hyundai,Model_C,29825,2025-07-01
120,6883,2457,Ford,Model_B,15791,2025-07-07
121,5707,6836,Tesla,Model_B,57019,2025-12-12
122,8034,7452,Hyundai,Model_D,55654,2025-12-10
123,2724,9962,Audi,Model_C,67454,2025-02-01
124,4882,138,Toyota,Model_B,71042,2025-12-06
125,7681,3330,Toyota,Model_B,64309,2025-03-10
126,8582,2853,Tesla,Model_C,71680,2025-12-13
127,3392,5323,Ford,Model_B,66579,2025-06-27
128,6770,1325,Honda,Model_B,15843,2025-04-27
129,8849,55,Kia,Model_C,48133,2025-11-14
130,2274,1100,Audi,Model_C,28098,2025-11-22
131,1050,1688,Honda,Model_B,47932,2025-02-15
132,7937,9878,Toyota,Model_B,56782,2025-07-14
133,6307,6443,BMW,Model_D,57659,2025-12-20
134,4977,7867,Ford,Model_A,57601,2025-04-06
135,6786,5348,Nissan,Model_C,37038,2025-01-07
136,3295,8051,Nissan,Model_A,61997,2025-03-22
137,9851,4557,Toyota,Model_B,47149,2025-06-07
138,5654,3243,Honda,Model_B,25177,2025-12-09
139,5619,2067,Tesla,Model_C,42168,2025-08-27
140,1608,9537,Hyundai,Model_A,68299,2025-12-08
141,894,6049,Kia,Model_D,51401,2025-01-15
142,1099,2062,Kia,Model_C,24945,2025-05-28
143,4786,8878,Nissan,Model_A,47800,2025-06-06
144,9821,8280,BMW,Model_B,74593,2025-01-23
145,1210,5375,Honda,Model_C,53476,2025-08-15
146,8138,6778,Mercedes-Benz,Model_A,31127,2025-07-24
147,1391,6689,Hyundai,Model_D,42127,2025-06-05
148,8326,2729,Ford,Model_D,22112,2025-10-21
149,5371,4406,Nissan,Model_A,73285,2025-03-19
150,4996,9207,Mercedes-Benz,Model_C,27432,2025-11-28
151,4195,5241,Tesla,Model_D,69634,2025-07-28
152,6474,1259,BMW,Model_D,37495,2025-11-11
153,270,557,Nissan,Model_A,60707,2025-06-20
154,5680,6559,Tesla,Model_B,24282,2025-04-19
155,5974,9686,BMW,Model_D,67891,2025-01-04
156,9490,4666,Honda,Model_B,56754,2025-08-01
157,6801,6273,Honda,Model_C,58997,2025-04-14
158,563,8701,Tesla,Model_A,76345,2025-08-05
159,12,2292,Toyota,Model_B,75713,2025-11-23
160,3518,9021,Audi,Model_A,76833,2025-02-06
161,187,9468,Nissan,Model_D,40953,2025-08-14
162,3602,7257,Ford,Model_A,28064,2025-11-15
163,3663,4838,Mercedes-Benz,Model_B,79679,2025-07-12
164,6890,7914,Toyota,Model_D,56982,2025-02-19
165,42,5694,Kia,Model_C,47137,2025-05-27
166,3176,9650,Kia,Model_D,46346,2025-01-11
167,4271,6408,Tesla,Model_B,54389,2025-04-03
168,6431,4117,Nissan,Model_A,53688,2025-12-11
169,4433,6975,Audi,Model_D,63907,2025-04-23
170,821,5797,Audi,Model_D,49983,2025-02-02
171,2636,5416,BMW,Model_A,23952,2025-10-26
172,2886,6921,Kia,Model_B,35724,2025-05-16
173,8330,798,Toyota,Model_C,48795,2025-01-10
174,232,1485,Mercedes-Benz,Model_D,23005,2025-06-20
175,7649,213,Toyota,Model_A,19609,2025-10-22
176,911,573,Tesla,Model_B,49016,2025-09-11
177,4222,6431,Tesla,Model_B,56340,2025-05-24
178,8129,4638,BMW,Model_D,64364,2025-10-08
179,9401,532,Audi,Model_C,21857,2025-04-04
180,9411,8703,Hyundai,Model_D,47624,2025-02-17
181,3589,2351,Honda,Model_B,77852,2025-01-12
182,4814,2062,Audi,Model_C,57909,2025-12-06
183,5874,1111,Honda,Model_A,78338,2025-10-21
184,686,3217,Hyundai,Model_C,71349,2025-12-01
185,9468,4814,Ford,Model_C,19132,2025-03-11
186,9253,7348,Nissan,Model_A,62755,2025-11-08
187,2286,4046,Audi,Model_D,59523,2025-07-15
188,6377,7049,Toyota,Model_D,69486,2025-03-27
189,8579,9458,Hyundai,Model_A,73605,2025-04-25
190,5075,274,BMW,Model_D,51052,2025-04-18
191,7556,4699,Mercedes-Benz,Model_B,16399,2025-09-04
192,8365,3221,Kia,Model_B,25556,2025-12-25
193,9314,3351,Nissan,Model_D,61245,2025-01-06
194,6306,6257,BMW,Model_B,72505,2025-01-16
195,2006,5706,Mercedes-Benz,Model_A,51105,2025-06-04
196,3645,3658,Honda,Model_A,68261,2025-08-17
197,6799,926,Hyundai,Model_D,69342,2025-08-13
198,7411,8083,Honda,Model_B,79719,2025-12-26
199,9154,9055,Nissan,Model_B,65019,2025-01-28
200,3731,968,Ford,Model_D,35944,2025-08-09
201,549,5858,Audi,Model_B,30612,2025-11-27
202,212,3428,Kia,Model_A,39777,2025-08-16
203,8682,7900,Honda,Model_B,32451,2025-10-16
204,2867,6194,Hyundai,Model_C,64194,2025-08-03
205,3103,6634,Mercedes-Benz,Model_D,46236,2025-05-23
206,5956,1553,Mercedes-Benz,Model_C,29999,2025-08-12
207,2912,5824,Tesla,Model_C,78737,2025-05-22
208,8491,8714,Ford,Model_C,24142,2025-12-14
209,9889,9396,Toyota,Model_A,68501,2025-09-12
210,1708,1688,Honda,Model_C,63222,2025-07-16
211,4091,3805,Audi,Model_C,19886,2025-06-15
212,7010,4700,Kia,Model_D,17429,2025-11-12
213,988,6779,Audi,Model_A,78606,2025-10-18
214,3315,8258,BMW,Model_A,71326,2025-10-08
215,4247,7110,Hyundai,Model_A,26631,2025-08-11
216,8342,7018,Toyota,Model_B,75407,2025-11-10
217,5638,6174,BMW,Model_B,70974,2025-04-25
218,8856,9472,Ford,Model_B,34703,2025-10-12
219,2268,4570,Hyundai,Model_D,18512,2025-06-03
220,5191,5526,Tesla,Model_B,41373,2025-04-18
221,8912,124,BMW,Model_B,78013,2025-05-22
222,2382,7602,Honda,Model_D,22215,2025-11-17
223,6385,2633,Audi,Model_D,53011,2025-08-24
224,4112,7888,Kia,Model_B,77434,2025-04-21
225,7691,403,BMW,Model_C,57693,2025-05-16
226,9180,7273,Ford,Model_D,49511,2025-02-19
227,3101,2013,Nissan,Model_B,26721,2025-12-19
228,4597,1480,Ford,Model_B,24142,2025-09-25
229,16,6419,Ford,Model_C,30771,2025-11-19
230,4108,1554,Audi,Model_C,32994,2025-06-12
231,4559,1056,Audi,Model_B,35859,2025-09-17
232,3917,1402,Mercedes-Benz,Model_A,18353,2025-04-12
233,6592,3681,Toyota,Model_B,74282,2025-03-17
234,2469,7064,Tesla,Model_B,36389,2025-11-10
235,149,5053,Tesla,Model_D,38611,2025-08-04
236,6990,8254,Nissan,Model_D,57876,2025-03-03
237,3190,2421,Hyundai,Model_A,49374,2025-07-06
238,8846,6682,Audi,Model_C,40292,2025-05-21
239,3446,4884,Tesla,Model_D,18312,2025-11-22
240,8583,8819,Ford,Model_B,16329,2025-10-06
241,5923,8920,Tesla,Model_B,49122,2025-10-26
242,4743,6473,Tesla,Model_B,40751,2025-04-03
243,6499,3316,BMW,Model_A,70832,2025-09-10
244,6348,687,Honda,Model_D,25334,2025-12-13
245,2495,8424,Toyota,Model_B,76910,2025-04-23
246,6640,5106,Nissan,Model_A,48788,2025-05-26
247,8186,4609,Nissan,Model_A,56398,2025-02-14
248,3925,4164,BMW,Model_A,29990,2025-02-02
249,1605,6361,Kia,Model_B,65371,2025-07-14
250,2932,2355,Audi,Model_C,38778,2025-06-10
251,1186,4754,Toyota,Model_C,44734,2025-10-28
252,6200,2495,Ford,Model_C,19977,2025-02-21
253,31,8380,Mercedes-Benz,Model_D,20229,2025-01-13
254,6793,717,Toyota,Model_B,71774,2025-07-01
255,4853,6863,Nissan,Model_A,56755,2025-02-15
256,4291,5497,BMW,Model_A,74573,2025-12-13
257,2198,5117,Mercedes-Benz,Model_A,78203,2025-01-14
258,6372,8055,Audi,Model_C,35935,2025-08-28
259,3619,2417,Honda,Model_D,37881,2025-01-28
260,2912,4487,Ford,Model_B,65737,2025-09-19
261,3196,5678,Mercedes-Benz,Model_C,70518,2025-01-15
262,1250,1109,Toyota,Model_D,64541,2025-03-20
263,8452,6142,Toyota,Model_B,30983,2025-11-22
264,419,5670,Toyota,Model_D,43424,2025-08-04
265,4139,8862,Hyundai,Model_B,75954,2025-04-22
266,3264,2000,Tesla,Model_A,31693,2025-08-19
267,5191,5847,Mercedes-Benz,Model_A,26187,2025-10-26
268,9051,2718,Mercedes-Benz,Model_B,25263,2025-01-27
269,2948,8318,Audi,Model_A,38366,2025-11-06
270,780,8340,Nissan,Model_C,24089,2025-02-28
271,7217,6431,Audi,Model_A,22877,2025-03-14
272,9950,7047,Ford,Model_C,78233,2025-01-28
273,5368,935,Tesla,Model_B,79674,2025-12-05
274,4564,9833,Honda,Model_B,73156,2025-10-10
275,3910,888,BMW,Model_B,38945,2025-01-24
276,2759,7969,Mercedes-Benz,Model_D,68351,2025-03-26
277,3928,9194,BMW,Model_C,34378,2025-01-25
278,3801,7895,Kia,Model_C,31835,2025-04-20
279,9569,9698,Mercedes-Benz,Model_B,70245,2025-12-18
280,5839,8595,Toyota,Model_B,29730,2025-01-17
281,6732,4173,Honda,Model_C,51478,2025-07-21
282,4028,2098,Nissan,Model_A,48773,2025-06-26
283,334,5451,Toyota,Model_C,76430,2025-11-17
284,8120,1734,Hyundai,Model_A,69805,2025-06-04
285,9128,2053,BMW,Model_D,46996,2025-03-04
286,973,852,Tesla,Model_C,33935,2025-05-16
287,9379,3793,Nissan,Model_A,60338,2025-02-16
288,2046,7937,Mercedes-Benz,Model_A,16937,2025-04-23
289,4198,5842,Kia,Model_C,74988,2025-09-13
290,5400,7976,BMW,Model_D,34252,2025-05-20
291,6200,6634,Kia,Model_A,43998,2025-03-08
292,6452,6201,Toyota,Model_C,70784,2025-08-09
293,1697,2425,Toyota,Model_A,50601,2025-01-07
294,7150,8467,Nissan,Model_B,47838,2025-11-05
295,5826,2176,Audi,Model_C,15311,2025-05-07
296,9517,4048,Hyundai,Model_A,41355,2025-01-05
297,6487,9957,Hyundai,Model_D,78849,2025-08-12
298,2170,7055,Kia,Model_C,77072,2025-09-02
299,3556,1617,Kia,Model_B,41239,2025-08-17
300,1139,7536,Hyundai,Model_B,32145,2025-11-18
301,1099,4072,Hyundai,Model_B,46947,2025-07-09
302,2568,9992,Audi,Model_B,64536,2025-10-08
303,188,3428,Nissan,Model_C,30750,2025-10-12
304,2223,6507,Toyota,Model_C,27334,2025-03-20
305,9157,7668,BMW,Model_C,61190,2025-01-03
306,1378,4161,Nissan,Model_D,69772,2025-12-10
307,7460,5392,Mercedes-Benz,Model_D,28218,2025-11-28
308,7366,7590,Toyota,Model_C,64863,2025-10-20
309,653,9436,Kia,Model_D,49996,2025-02-20
310,5080,5974,Kia,Model_C,52680,2025-08-15
311,3818,9988,Kia,Model_A,66104,2025-01-22
312,3287,4110,Toyota,Model_C,45811,2025-04-13
313,8871,9512,Honda,Model_A,49005,2025-12-01
314,4807,1795,Tesla,Model_C,43135,2025-10-21
315,4554,3516,Toyota,Model_D,71065,2025-12-06
316,1706,8239,Audi,Model_D,58368,2025-08-26
317,1120,6953,Nissan,Model_A,40375,2025-06-17
318,7580,2967,BMW,Model_D,31203,2025-05-25
319,1150,1946,Toyota,Model_C,50260,2025-06-15
320,9109,6875,Tesla,Model_A,76662,2025-03-13
321,5369,7817,Ford,Model_A,51256,2025-03-27
322,9615,1928,Ford,Model_D,64685,2025-09-20
323,8750,8338,Hyundai,Model_B,31924,2025-10-22
324,9544,1049,Nissan,Model_D,16692,2025-11-17
325,4788,1638,Hyundai,Model_C,72387,2025-06-07
326,7622,3718,Toyota,Model_C,29057,2025-08-14
327,3330,2032,Audi,Model_C,39144,2025-10-13
328,8095,358,Tesla,Model_A,43521,2025-10-27
329,4186,4183,Audi,Model_A,32759,2025-12-10
330,38,79,Toyota,Model_C,17373,2025-08-12
331,6723,740,Ford,Model_B,65739,2025-02-02
332,6928,5118,Toyota,Model_D,65379,2025-10-16
333,2604,9574,Kia,Model_B,26564,2025-12-18
334,8247,5410,Mercedes-Benz,Model_B,44717,2025-04-24
335,4381,4238,Nissan,Model_D,52730,2025-12-20
336,2445,6142,Honda,Model_D,60197,2025-04-26
337,6735,6683,Hyundai,Model_C,44186,2025-12-12
338,8336,7561,Audi,Model_B,77570,2025-11-16
339,1097,981,Hyundai,Model_B,78826,2025-10-24
340,2341,5810,Nissan,Model_A,67172,2025-07-23
341,8120,7530,Honda,Model_C,27782,2025-12-13
342,34,1751,Tesla,Model_C,75842,2025-04-23
343,329,4214,Toyota,Model_B,37950,2025-07-26
344,965,766,Mercedes-Benz,Model_A,28171,2025-02-14
345,6502,8098,Tesla,Model_C,24677,2025-08-25
346,10,7174,Honda,Model_B,72759,2025-08-19
347,7680,1681,Tesla,Model_D,28958,2025-12-11
348,152,6725,Mercedes-Benz,Model_B,60632,2025-08-06
349,9331,9954,Toyota,Model_C,28805,2025-09-18
350,1650,7981,Kia,Model_D,41059,2025-03-28
351,2752,7183,Toyota,Model_B,63381,2025-06-10
352,4040,1178,Kia,Model_B,52653,2025-02-11
353,8361,5063,Kia,Model_C,73051,2025-08-05
354,5497,6858,Toyota,Model_C,40162,2025-08-17
355,2582,735,BMW,Model_D,55655,2025-01-13
356,1762,5248,Hyundai,Model_A,58458,2025-03-13
357,1060,3893,Mercedes-Benz,Model_A,60978,2025-10-28
358,7722,3710,Honda,Model_B,25140,2025-11-02
359,7078,6290,Tesla,Model_D,41604,2025-06-10
360,70,5314,BMW,Model_B,33200,2025-03-21
361,1867,6749,Nissan,Model_C,29500,2025-06-08
362,2731,8202,Kia,Model_A,45563,2025-09-22
363,198,5992,Audi,Model_A,30712,2025-09-02
364,5455,7424,BMW,Model_B,22585,2025-04-13
365,7268,9141,Audi,Model_D,34438,2025-06-11
366,6100,2186,Kia,Model_A,35663,2025-02-01
367,7217,183,Hyundai,Model_C,79341,2025-08-01
368,5967,2564,Nissan,Model_C,17367,2025-09-13
369,8710,8073,Mercedes-Benz,Model_C,21069,2025-03-25
370,3129,5631,Nissan,Model_D,57978,2025-03-11
371,9197,6507,Nissan,Model_B,72295,2025-07-08
372,5139,7060,Toyota,Model_A,40092,2025-11-06
373,5485,5667,Honda,Model_C,20727,2025-08-26
374,9624,7320,Hyundai,Model_A,71754,2025-10-07
375,7777,8536,Mercedes-Benz,Model_C,29278,2025-02-27
376,2829,7444,BMW,Model_C,65150,2025-05-26
377,5477,8683,Toyota,Model_A,55921,2025-08-14
378,2614,1835,BMW,Model_C,42320,2025-02-13
379,4543,6172,Honda,Model_C,24745,2025-12-26
380,7071,5495,BMW,Model_B,68241,2025-03-05
381,4288,7368,Toyota,Model_A,79240,2025-01-04
382,4420,8652,Honda,Model_B,53198,2025-12-15
383,1185,9149,Audi,Model_C,17854,2025-09-20
384,4114,4035,Tesla,Model_C,51294,2025-11-25
385,1957,2225,Kia,Model_A,46950,2025-10-08
386,136,233,Audi,Model_A,36209,2025-09-18
387,9712,9962,Toyota,Model_C,70886,2025-11-17
388,685,8954,Honda,Model_C,16053,2025-04-07
389,4631,413,Hyundai,Model_A,51232,2025-12-04
390,791,5556,Kia,Model_B,37365,2025-11-17
391,7080,9689,Nissan,Model_A,56599,2025-03-04
392,3866,1123,Honda,Model_D,60983,2025-07-19
393,4972,6849,Toyota,Model_B,77967,2025-11-03
394,2634,4762,Kia,Model_D,69359,2025-07-25
395,4232,2363,Audi,Model_A,24766,2025-12-22
396,5681,9274,Audi,Model_B,40987,2025-03-02
397,7489,4383,Nissan,Model_C,53324,2025-12-24
398,5260,9812,Honda,Model_B,40479,2025-01-28
399,9482,2436,Toyota,Model_B,29686,2025-02-24
400,4256,7090,Hyundai,Model_D,78479,2025-11-12
401,8118,1966,Kia,Model_D,38227,2025-08-28
402,8394,1582,BMW,Model_A,33704,2025-10-20
403,5659,940,Mercedes-Benz,Model_B,75759,2025-09-19
404,6490,4763,Honda,Model_D,32738,2025-06-02
405,8657,6318,Ford,Model_C,27453,2025-03-25
406,2083,3705,Toyota,Model_D,24682,2025-05-24
407,9054,8016,Kia,Model_C,21162,2025-03-14
408,1618,3565,Nissan,Model_C,68395,2025-06-16
409,4118,5253,Audi,Model_D,22770,2025-09-24
410,219,5291,Audi,Model_B,52788,2025-04-10
411,593,8489,BMW,Model_C,32779,2025-11-27
412,4576,2307,Tesla,Model_C,52001,2025-09-17
413,2048,9659,Ford,Model_A,43401,2025-10-13
414,6110,6241,Nissan,Model_B,26650,2025-06-22
415,9797,6796,Ford,Model_D,43546,2025-12-06
416,2276,3933,Kia,Model_B,20433,2025-03-16
417,5579,3780,Mercedes-Benz,Model_A,49892,2025-04-20
418,9951,5643,Hyundai,Model_D,69724,2025-09-27
419,537,2638,Ford,Model_A,20762,2025-08-16
420,1322,439,Kia,Model_B,51964,2025-05-12
421,291,2188,Kia,Model_C,32528,2025-08-08
422,5977,3499,Mercedes-Benz,Model_A,72685,2025-11-10
423,4043,1200,Toyota,Model_B,27207,2025-04-24
424,2027,8661,Kia,Model_D,78329,2025-08-28
425,9390,819,Kia,Model_D,56925,2025-08-24
426,4211,7712,Tesla,Model_B,64227,2025-01-23
427,1599,1303,Toyota,Model_C,15100,2025-09-08
428,8345,4102,BMW,Model_D,70455,2025-09-06
429,6460,293,Honda,Model_D,45721,2025-12-16
430,5666,3633,BMW,Model_C,24336,2025-03-11
431,3470,9691,BMW,Model_B,23777,2025-05-05
432,5900,8070,Tesla,Model_D,65460,2025-03-15
433,7475,4133,Hyundai,Model_D,59200,2025-06-02
434,2701,1748,Audi,Model_C,27235,2025-02-04
435,4620,8624,Mercedes-Benz,Model_D,17283,2025-04-23
436,6201,3107,Audi,Model_B,53170,2025-07-23
437,8753,8015,Audi,Model_C,26557,2025-01-25
438,4676,7572,Hyundai,Model_B,39150,2025-11-17
439,9734,5097,Tesla,Model_D,18668,2025-07-19
440,4005,9663,Ford,Model_C,30816,2025-03-21
441,895,2462,Hyundai,Model_C,41692,2025-02-28
442,6877,7770,Nissan,Model_C,41968,2025-12-15
443,7410,8608,Honda,Model_D,29106,2025-12-14
444,1285,3684,Nissan,Model_C,55527,2025-12-10
445,5375,9598,Ford,Model_A,22521,2025-12-18
446,5494,7180,Ford,Model_B,77446,2025-11-11
447,847,1432,Nissan,Model_C,45187,2025-04-16
448,7986,9355,Kia,Model_B,41281,2025-11-07
449,8277,9559,Kia,Model_C,34140,2025-10-20
450,8085,7615,Nissan,Model_A,61399,2025-08-18
451,2519,2215,Toyota,Model_A,51054,2025-12-21
452,2021,381,Toyota,Model_A,63650,2025-05-06
453,8268,6682,Kia,Model_A,40894,2025-03-11
454,1406,5273,Tesla,Model_C,53415,2025-06-04
455,4152,9547,Toyota,Model_D,44183,2025-02-21
456,230,8377,Toyota,Model_A,61738,2025-05-21
457,5785,8436,Tesla,Model_B,32884,2025-03-22
458,2859,7927,Mercedes-Benz,Model_D,42757,2025-06-23
459,2106,4873,Audi,Model_B,70933,2025-01-12
460,1884,7482,Honda,Model_D,25176,2025-12-11
461,1048,2950,BMW,Model_C,28478,2025-04-11
462,3802,7079,Tesla,Model_C,59270,2025-08-22
463,7931,8155,Tesla,Model_B,31429,2025-12-26
464,2132,6358,Hyundai,Model_D,36146,2025-01-07
465,1141,149,Mercedes-Benz,Model_D,54273,2025-02-09
466,17,7706,Tesla,Model_A,56258,2025-11-21
467,2988,8356,Toyota,Model_D,20592,2025-11-19
468,9771,578,Tesla,Model_C,40842,2025-07-23
469,6756,9900,Tesla,Model_C,46101,2025-03-26
470,1477,7528,Honda,Model_B,33994,2025-04-12
471,6391,6934,Audi,Model_B,66290,2025-12-02
472,3573,2518,Hyundai,Model_B,40353,2025-10-12
473,2366,5938,Hyundai,Model_D,62687,2025-12-13
474,8022,3390,Hyundai,Model_A,46100,2025-09-25
475,1534,908,Tesla,Model_B,49248,2025-12-08
476,9755,4875,Tesla,Model_D,32565,2025-12-14
477,1180,3006,Kia,Model_A,32059,2025-10-23
478,9954,3353,Kia,Model_B,22033,2025-10-13
479,2885,7232,Hyundai,Model_D,60746,2025-05-09
480,3654,9505,Toyota,Model_C,19170,2025-11-20
481,5520,6443,Kia,Model_B,16081,2025-01-21
482,6454,3291,Kia,Model_B,61596,2025-02-26
483,882,5877,Honda,Model_D,31972,2025-01-15
484,8363,7575,Toyota,Model_C,70002,2025-09-04
485,1482,3351,Hyundai,Model_B,72255,2025-12-24
486,7806,4037,Nissan,Model_D,38913,2025-03-16
487,2674,9760,Hyundai,Model_D,43879,2025-08-16
488,1003,5483,Hyundai,Model_C,48870,2025-10-19
489,606,7770,Honda,Model_B,60442,2025-10-20
490,6295,9978,Nissan,Model_A,36342,2025-05-23
491,8997,3000,Tesla,Model_A,18252,2025-11-05
492,9403,4052,BMW,Model_A,28903,2025-03-13
493,8345,9371,BMW,Model_D,68436,2025-05-14
494,323,2566,Honda,Model_B,43479,2025-09-28
495,8778,4705,Honda,Model_C,47749,2025-08-03
496,2219,9954,Honda,Model_C,26323,2025-12-21
497,6135,1035,Nissan,Model_C,67199,2025-07-25
498,1393,7749,Kia,Model_C,37019,2025-09-20
499,2565,2542,BMW,Model_C,38693,2025-03-23
500,8959,5295,Audi,Model_D,58789,2025-01-28
