CustomerID,CustomerName,City,Age
196,Customer_196,Delhi,62
197,Customer_197,Bengaluru,52
198,Customer_198,Mumbai,41
199,Customer_199,Bengaluru,45
200,Customer_200,Bengaluru,20
201,Customer_201,Chennai,41
202,Customer_202,Mumbai,40
203,Customer_203,Pune,61
204,Customer_204,Pune,60
205,Customer_205,Delhi,40
206,Customer_206,Kolkata,57
207,Customer_207,Bengaluru,33
208,Customer_208,Bengaluru,69
209,Customer_209,Bengaluru,44
210,Customer_210,Mumbai,29
211,Customer_211,Hyderabad,68
212,Customer_212,Kolkata,69
213,Customer_213,Pune,35
214,Customer_214,Bengaluru,68
215,Customer_215,Delhi,42
216,Customer_216,Mumbai,48
217,Customer_217,Pune,30
218,Customer_218,Ahmedabad,40
219,Customer_219,Chennai,70
220,Customer_220,Pune,32
221,Customer_221,Mumbai,60
222,Customer_222,Pune,43
223,Customer_223,Hyderabad,35
224,Customer_224,Delhi,67
225,Customer_225,Chennai,40
226,Customer_226,Kolkata,61
227,Customer_227,Hyderabad,19
228,Customer_228,Delhi,34
229,Customer_229,Bengaluru,55
230,Customer_230,Chennai,20
231,Customer_231,Delhi,56
232,Customer_232,Kolkata,40
233,Customer_233,Hyderabad,45
234,Customer_234,Delhi,42
235,Customer_235,Pune,34
236,Customer_236,Mumbai,63
237,Customer_237,Kolkata,18
238,Customer_238,Pune,41
239,Customer_239,Kolkata,22
240,Customer_240,Hyderabad,57
241,Customer_241,Hyderabad,60
242,Customer_242,Delhi,64
243,Customer_243,Chennai,50
244,Customer_244,Chennai,60
245,Customer_245,Kolkata,38
246,Customer_246,Kolkata,62
247,Customer_247,Chennai,53
248,Customer_248,Bengaluru,30
249,Customer_249,Kolkata,60
250,Customer_250,Kolkata,61
251,Customer_251,Bengaluru,57
252,Customer_252,Chennai,43
253,Customer_253,Mumbai,37
254,Customer_254,Chennai,31
255,Customer_255,Kolkata,68
256,Customer_256,Hyderabad,47
257,Customer_257,Ahmedabad,46
258,Customer_258,Pune,50
259,Customer_259,Ahmedabad,68
260,Customer_260,Bengaluru,60
261,Customer_261,Delhi,36
262,Customer_262,Hyderabad,23
263,Customer_263,Pune,61
264,Customer_264,Chennai,32
265,Customer_265,Pune,27
266,Customer_266,Mumbai,20
267,Customer_267,Pune,48
268,Customer_268,Delhi,47
269,Customer_269,Kolkata,58
270,Customer_270,Pune,63
271,Customer_271,Kolkata,49
272,Customer_272,Kolkata,33
273,Customer_273,Bengaluru,59
274,Customer_274,Mumbai,66
275,Customer_275,Delhi,67
276,Customer_276,Kolkata,32
277,Customer_277,Bengaluru,69
278,Customer_278,Ahmedabad,21
279,Customer_279,Pune,25
280,Customer_280,Ahmedabad,26
281,Customer_281,Ahmedabad,60
282,Customer_282,Hyderabad,66
283,Customer_283,Ahmedabad,57
284,Customer_284,Kolkata,53
285,Customer_285,Ahmedabad,28
286,Customer_286,Ahmedabad,46
287,Customer_287,Chennai,66
288,Customer_288,Pune,58
289,Customer_289,Chennai,67
290,Customer_290,Ahmedabad,58
291,Customer_291,Pune,35
292,Customer_292,Ahmedabad,22
293,Customer_293,Chennai,33
294,Customer_294,Chennai,39
295,Customer_295,Hyderabad,52
296,Customer_296,Delhi,26
297,Customer_297,Bengaluru,32
298,Customer_298,Kolkata,62
299,Customer_299,Bengaluru,63
300,Customer_300,Pune,22
301,Customer_301,Kolkata,44
302,Customer_302,Hyderabad,52
303,Customer_303,Ahmedabad,44
304,Customer_304,Mumbai,31
305,Customer_305,Kolkata,42
306,Customer_306,Mumbai,66
307,Customer_307,Kolkata,48
308,Customer_308,Mumbai,40
309,Customer_309,Chennai,66
310,Customer_310,Kolkata,44
311,Customer_311,Pune,49
312,Customer_312,Pune,35
313,Customer_313,Kolkata,49
314,Customer_314,Mumbai,42
315,Customer_315,Hyderabad,60
316,Customer_316,Kolkata,64
317,Customer_317,Bengaluru,47
318,Customer_318,Bengaluru,57
319,Customer_319,Mumbai,43
320,Customer_320,Mumbai,23
321,Customer_321,Kolkata,26
322,Customer_322,Ahmedabad,29
323,Customer_323,Mumbai,34
324,Customer_324,Kolkata,38
325,Customer_325,Pune,47
326,Customer_326,Hyderabad,39
327,Customer_327,Kolkata,35
328,Customer_328,Kolkata,34
329,Customer_329,Delhi,48
330,Customer_330,Mumbai,65
331,Customer_331,Mumbai,40
332,Customer_332,Pune,59
333,Customer_333,Delhi,67
334,Customer_334,Mumbai,66
335,Customer_335,Mumbai,33
336,Customer_336,Pune,19
337,Customer_337,Bengaluru,33
338,Customer_338,Bengaluru,48
339,Customer_339,Delhi,54
340,Customer_340,Pune,47
341,Customer_341,Chennai,67
342,Customer_342,Hyderabad,28
343,Customer_343,Delhi,67
344,Customer_344,Bengaluru,37
345,Customer_345,Delhi,55
346,Customer_346,Mumbai,37
347,Customer_347,Kolkata,43
348,Customer_348,Pune,22
349,Customer_349,Pune,24
350,Customer_350,Chennai,61
351,Customer_351,Delhi,68
352,Customer_352,Mumbai,40
353,Customer_353,Kolkata,60
354,Customer_354,Hyderabad,22
355,Customer_355,Hyderabad,18
356,Customer_356,Kolkata,70
357,Customer_357,Ahmedabad,24
358,Customer_358,Kolkata,41
359,Customer_359,Ahmedabad,63
360,Customer_360,Bengaluru,45
361,Customer_361,Bengaluru,64
362,Customer_362,Chennai,57
363,Customer_363,Ahmedabad,47
364,Customer_364,Kolkata,70
365,Customer_365,Chennai,38
366,Customer_366,Pune,23
367,Customer_367,Chennai,46
368,Customer_368,Pune,66
369,Customer_369,Ahmedabad,54
370,Customer_370,Kolkata,39
371,Customer_371,Mumbai,49
372,Customer_372,Hyderabad,29
373,Customer_373,Ahmedabad,31
374,Customer_374,Hyderabad,69
375,Customer_375,Chennai,39
376,Customer_376,Chennai,56
377,Customer_377,Chennai,53
378,Customer_378,Mumbai,51
379,Customer_379,Pune,23
380,Customer_380,Pune,64
381,Customer_381,Kolkata,49
382,Customer_382,Pune,62
383,Customer_383,Ahmedabad,59
384,Customer_384,Ahmedabad,46
385,Customer_385,Mumbai,23
386,Customer_386,Chennai,32
387,Customer_387,Kolkata,62
388,Customer_388,Pune,37
389,Customer_389,Hyderabad,48
390,Customer_390,Hyderabad,45
391,Customer_391,Hyderabad,40
392,Customer_392,Ahmedabad,35
393,Customer_393,Chennai,34
394,Customer_394,Pune,25
395,Customer_395,Pune,38
396,Customer_396,Delhi,65
397,Customer_397,Bengaluru,30
398,Customer_398,Pune,65
399,Customer_399,Ahmedabad,35
400,Customer_400,Chennai,24
401,Customer_401,Pune,36
402,Customer_402,Pune,41
403,Customer_403,Bengaluru,37
404,Customer_404,Mumbai,63
405,Customer_405,Bengaluru,35
406,Customer_406,Mumbai,21
407,Customer_407,Chennai,62
408,Customer_408,Bengaluru,58
409,Customer_409,Ahmedabad,24
410,Customer_410,Mumbai,54
411,Customer_411,Chennai,48
412,Customer_412,Ahmedabad,46
413,Customer_413,Hyderabad,29
414,Customer_414,Mumbai,34
415,Customer_415,Ahmedabad,25
416,Customer_416,Delhi,43
417,Customer_417,Ahmedabad,22
418,Customer_418,Mumbai,27
419,Customer_419,Bengaluru,69
420,Customer_420,Chennai,23
421,Customer_421,Pune,25
422,Customer_422,Kolkata,56
423,Customer_423,Pune,67
424,Customer_424,Kolkata,46
425,Customer_425,Ahmedabad,37
426,Customer_426,Kolkata,37
427,Customer_427,Mumbai,57
428,Customer_428,Delhi,66
429,Customer_429,Pune,58
430,Customer_430,Pune,34
431,Customer_431,Delhi,28
432,Customer_432,Pune,29
433,Customer_433,Delhi,28
434,Customer_434,Mumbai,44
435,Customer_435,Ahmedabad,62
436,Customer_436,Ahmedabad,36
437,Customer_437,Mumbai,32
438,Customer_438,Chennai,63
439,Customer_439,Chennai,62
440,Customer_440,Ahmedabad,22
441,Customer_441,Pune,34
442,Customer_442,Pune,45
443,Customer_443,Delhi,52
444,Customer_444,Pune,59
445,Customer_445,Bengaluru,35
446,Customer_446,Bengaluru,22
447,Customer_447,Mumbai,28
448,Customer_448,Chennai,56
449,Customer_449,Chennai,46
450,Customer_450,Delhi,47
451,Customer_451,Chennai,62
452,Customer_452,Kolkata,35
453,Customer_453,Ahmedabad,46
454,Customer_454,Delhi,56
455,Customer_455,Mumbai,45
456,Customer_456,Hyderabad,56
457,Customer_457,Chennai,19
458,Customer_458,Delhi,32
459,Customer_459,Mumbai,66
460,Customer_460,Chennai,54
461,Customer_461,Mumbai,66
462,Customer_462,Bengaluru,48
463,Customer_463,Ahmedabad,35
464,Customer_464,Bengaluru,55
465,Customer_465,Kolkata,58
466,Customer_466,Ahmedabad,23
467,Customer_467,Ahmedabad,40
468,Customer_468,Kolkata,39
469,Customer_469,Hyderabad,60
470,Customer_470,Delhi,28
471,Customer_471,Hyderabad,44
472,Customer_472,Ahmedabad,36
473,Customer_473,Kolkata,70
474,Customer_474,Mumbai,47
475,Customer_475,Delhi,38
476,Customer_476,Chennai,38
477,Customer_477,Delhi,67
478,Customer_478,Kolkata,50
479,Customer_479,Mumbai,60
480,Customer_480,Ahmedabad,44
481,Customer_481,Mumbai,30
482,Customer_482,Hyderabad,57
483,Customer_483,Ahmedabad,58
484,Customer_484,Ahmedabad,66
485,Customer_485,Mumbai,31
486,Customer_486,Chennai,53
487,Customer_487,Bengaluru,36
488,Customer_488,Ahmedabad,62
489,Customer_489,Ahmedabad,25
490,Customer_490,Mumbai,58
491,Customer_491,Pune,63
492,Customer_492,Bengaluru,37
493,Customer_493,Mumbai,53
494,Customer_494,Kolkata,23
495,Customer_495,Pune,25
496,Customer_496,Ahmedabad,25
497,Customer_497,Bengaluru,49
498,Customer_498,Chennai,50
499,Customer_499,Chennai,44
500,Customer_500,Ahmedabad,48
501,Customer_501,Pune,47
502,Customer_502,Bengaluru,42
503,Customer_503,Pune,56
504,Customer_504,Bengaluru,22
505,Customer_505,Chennai,67
506,Customer_506,Kolkata,39
507,Customer_507,Chennai,70
508,Customer_508,Mumbai,36
509,Customer_509,Chennai,55
510,Customer_510,Ahmedabad,27
511,Customer_511,Ahmedabad,52
512,Customer_512,Ahmedabad,40
513,Customer_513,Hyderabad,53
514,Customer_514,Kolkata,47
515,Customer_515,Hyderabad,30
516,Customer_516,Pune,54
517,Customer_517,Kolkata,32
518,Customer_518,Kolkata,20
519,Customer_519,Hyderabad,65
520,Customer_520,Ahmedabad,63
521,Customer_521,Kolkata,42
522,Customer_522,Bengaluru,49
523,Customer_523,Mumbai,26
524,Customer_524,Hyderabad,24
525,Customer_525,Ahmedabad,24
526,Customer_526,Ahmedabad,18
527,Customer_527,Bengaluru,44
528,Customer_528,Bengaluru,22
529,Customer_529,Ahmedabad,68
530,Customer_530,Chennai,39
531,Customer_531,Kolkata,59
532,Customer_532,Delhi,39
533,Customer_533,Kolkata,38
534,Customer_534,Ahmedabad,52
535,Customer_535,Mumbai,57
536,Customer_536,Delhi,33
537,Customer_537,Chennai,32
538,Customer_538,Delhi,45
539,Customer_539,Delhi,66
540,Customer_540,Delhi,46
541,Customer_541,Bengaluru,62
542,Customer_542,Chennai,19
543,Customer_543,Mumbai,38
544,Customer_544,Mumbai,36
545,Customer_545,Hyderabad,41
546,Customer_546,Kolkata,27
547,Customer_547,Pune,51
548,Customer_548,Kolkata,54
549,Customer_549,Bengaluru,28
550,Customer_550,Bengaluru,23
551,Customer_551,Kolkata,57
552,Customer_552,Pune,49
553,Customer_553,Bengaluru,32
554,Customer_554,Ahmedabad,58
555,Customer_555,Chennai,47
556,Customer_556,Chennai,60
557,Customer_557,Mumbai,69
558,Customer_558,Ahmedabad,36
559,Customer_559,Bengaluru,22
560,Customer_560,Ahmedabad,40
561,Customer_561,Chennai,58
562,Customer_562,Kolkata,62
563,Customer_563,Chennai,47
564,Customer_564,Chennai,30
565,Customer_565,Kolkata,48
566,Customer_566,Delhi,33
567,Customer_567,Kolkata,54
568,Customer_568,Hyderabad,54
569,Customer_569,Chennai,62
570,Customer_570,Chennai,19
571,Customer_571,Kolkata,35
572,Customer_572,Mumbai,54
573,Customer_573,Mumbai,56
574,Customer_574,Ahmedabad,36
575,Customer_575,Pune,56
576,Customer_576,Hyderabad,32
577,Customer_577,Pune,57
578,Customer_578,Chennai,61
579,Customer_579,Bengaluru,58
580,Customer_580,Delhi,58
581,Customer_581,Mumbai,37
582,Customer_582,Ahmedabad,20
583,Customer_583,Hyderabad,64
584,Customer_584,Bengaluru,23
585,Customer_585,Chennai,38
586,Customer_586,Kolkata,29
587,Customer_587,Pune,26
588,Customer_588,Hyderabad,51
589,Customer_589,Chennai,28
590,Customer_590,Chennai,70
591,Customer_591,Ahmedabad,69
592,Customer_592,Chennai,65
593,Customer_593,Hyderabad,69
594,Customer_594,Delhi,47
595,Customer_595,Delhi,27
596,Customer_596,Pune,61
597,Customer_597,Kolkata,69
598,Customer_598,Hyderabad,23
599,Customer_599,Kolkata,18
600,Customer_600,Chennai,52
601,Customer_601,Delhi,47
602,Customer_602,Hyderabad,61
603,Customer_603,Chennai,55
604,Customer_604,Kolkata,70
605,Customer_605,Hyderabad,24
606,Customer_606,Pune,48
607,Customer_607,Mumbai,57
608,Customer_608,Hyderabad,57
609,Customer_609,Pune,59
610,Customer_610,Delhi,58
611,Customer_611,Ahmedabad,62
612,Customer_612,Chennai,59
613,Customer_613,Kolkata,25
614,Customer_614,Bengaluru,20
615,Customer_615,Mumbai,37
616,Customer_616,Ahmedabad,25
617,Customer_617,Delhi,33
618,Customer_618,Bengaluru,42
619,Customer_619,Ahmedabad,41
620,Customer_620,Kolkata,55
621,Customer_621,Bengaluru,44
622,Customer_622,Delhi,49
623,Customer_623,Kolkata,35
624,Customer_624,Mumbai,62
625,Customer_625,Hyderabad,31
626,Customer_626,Ahmedabad,46
627,Customer_627,Pune,41
628,Customer_628,Delhi,61
629,Customer_629,Hyderabad,52
630,Customer_630,Hyderabad,21
631,Customer_631,Kolkata,35
632,Customer_632,Pune,25
633,Customer_633,Ahmedabad,23
634,Customer_634,Pune,59
635,Customer_635,Mumbai,21
636,Customer_636,Hyderabad,33
637,Customer_637,Bengaluru,68
638,Customer_638,Pune,22
639,Customer_639,Pune,55
640,Customer_640,Pune,70
641,Customer_641,Pune,39
642,Customer_642,Bengaluru,68
643,Customer_643,Mumbai,35
644,Customer_644,Bengaluru,26
645,Customer_645,Chennai,69
646,Customer_646,Bengaluru,25
647,Customer_647,Mumbai,26
648,Customer_648,Mumbai,40
649,Customer_649,Pune,55
650,Customer_650,Hyderabad,19
651,Customer_651,Bengaluru,34
652,Customer_652,Mumbai,26
653,Customer_653,Kolkata,51
654,Customer_654,Delhi,65
655,Customer_655,Delhi,48
656,Customer_656,Ahmedabad,67
657,Customer_657,Hyderabad,50
658,Customer_658,Delhi,46
659,Customer_659,Pune,57
660,Customer_660,Mumbai,64
661,Customer_661,Chennai,47
662,Customer_662,Mumbai,21
663,Customer_663,Ahmedabad,43
664,Customer_664,Kolkata,61
665,Customer_665,Delhi,49
666,Customer_666,Ahmedabad,22
667,Customer_667,Delhi,38
668,Customer_668,Bengaluru,22
669,Customer_669,Bengaluru,35
670,Customer_670,Hyderabad,42
671,Customer_671,Chennai,47
672,Customer_672,Kolkata,24
673,Customer_673,Delhi,59
674,Customer_674,Pune,45
675,Customer_675,Ahmedabad,32
676,Customer_676,Kolkata,39
677,Customer_677,Ahmedabad,43
678,Customer_678,Kolkata,64
679,Customer_679,Delhi,38
680,Customer_680,Kolkata,38
681,Customer_681,Chennai,41
682,Customer_682,Bengaluru,61
683,Customer_683,Ahmedabad,22
684,Customer_684,Delhi,23
685,Customer_685,Delhi,45
686,Customer_686,Delhi,65
687,Customer_687,Hyderabad,69
688,Customer_688,Bengaluru,53
689,Customer_689,Mumbai,55
690,Customer_690,Hyderabad,60
691,Customer_691,Delhi,44
692,Customer_692,Hyderabad,60
693,Customer_693,Kolkata,64
694,Customer_694,Mumbai,36
695,Customer_695,Chennai,40
696,Customer_696,Delhi,54
697,Customer_697,Pune,27
698,Customer_698,Ahmedabad,32
699,Customer_699,Delhi,40
700,Customer_700,Hyderabad,25
701,Customer_701,Chennai,54
702,Customer_702,Pune,69
703,Customer_703,Kolkata,53
704,Customer_704,Mumbai,56
705,Customer_705,Chennai,19
706,Customer_706,Bengaluru,35
707,Customer_707,Chennai,39
708,Customer_708,Hyderabad,18
709,Customer_709,Bengaluru,27
710,Customer_710,Kolkata,22
711,Customer_711,Bengaluru,65
712,Customer_712,Mumbai,23
713,Customer_713,Pune,42
714,Customer_714,Kolkata,47
715,Customer_715,Hyderabad,28
716,Customer_716,Hyderabad,37
717,Customer_717,Hyderabad,67
718,Customer_718,Delhi,21
719,Customer_719,Bengaluru,28
720,Customer_720,Mumbai,61
721,Customer_721,Delhi,35
722,Customer_722,Ahmedabad,60
723,Customer_723,Kolkata,49
724,Customer_724,Ahmedabad,44
725,Customer_725,Chennai,31
726,Customer_726,Delhi,40
727,Customer_727,Kolkata,25
728,Customer_728,Chennai,61
729,Customer_729,Ahmedabad,51
730,Customer_730,Chennai,20
731,Customer_731,Pune,43
732,Customer_732,Mumbai,18
733,Customer_733,Pune,37
734,Customer_734,Pune,67
735,Customer_735,Bengaluru,66
736,Customer_736,Chennai,36
737,Customer_737,Hyderabad,25
738,Customer_738,Mumbai,49
739,Customer_739,Kolkata,29
740,Customer_740,Bengaluru,42
741,Customer_741,Pune,50
742,Customer_742,Hyderabad,22
743,Customer_743,Kolkata,65
744,Customer_744,Mumbai,45
745,Customer_745,Mumbai,47
746,Customer_746,Delhi,38
747,Customer_747,Kolkata,54
748,Customer_748,Kolkata,63
749,Customer_749,Kolkata,36
750,Customer_750,Delhi,43
751,Customer_751,Mumbai,38
752,Customer_752,Bengaluru,69
753,Customer_753,Ahmedabad,62
754,Customer_754,Hyderabad,23
755,Customer_755,Kolkata,24
756,Customer_756,Pune,45
757,Customer_757,Kolkata,51
758,Customer_758,Delhi,43
759,Customer_759,Chennai,65
760,Customer_760,Hyderabad,32
761,Customer_761,Hyderabad,67
762,Customer_762,Bengaluru,22
763,Customer_763,Delhi,51
764,Customer_764,Pune,67
765,Customer_765,Hyderabad,40
766,Customer_766,Bengaluru,33
767,Customer_767,Delhi,27
768,Customer_768,Chennai,30
769,Customer_769,Bengaluru,56
770,Customer_770,Bengaluru,66
771,Customer_771,Delhi,29
772,Customer_772,Ahmedabad,47
773,Customer_773,Ahmedabad,61
774,Customer_774,Hyderabad,58
775,Customer_775,Hyderabad,27
776,Customer_776,Ahmedabad,22
777,Customer_777,Ahmedabad,46
778,Customer_778,Chennai,68
779,Customer_779,Chennai,55
780,Customer_780,Mumbai,40
781,Customer_781,Delhi,37
782,Customer_782,Ahmedabad,46
783,Customer_783,Mumbai,21
784,Customer_784,Hyderabad,36
785,Customer_785,Delhi,59
786,Customer_786,Delhi,57
787,Customer_787,Kolkata,47
788,Customer_788,Mumbai,46
789,Customer_789,Pune,38
790,Customer_790,Ahmedabad,50
791,Customer_791,Bengaluru,21
792,Customer_792,Ahmedabad,24
793,Customer_793,Hyderabad,63
794,Customer_794,Delhi,50
795,Customer_795,Bengaluru,20
796,Customer_796,Pune,63
797,Customer_797,Ahmedabad,46
798,Customer_798,Bengaluru,41
799,Customer_799,Hyderabad,36
800,Customer_800,Kolkata,44
801,Customer_801,Hyderabad,61
802,Customer_802,Mumbai,68
803,Customer_803,Hyderabad,22
804,Customer_804,Hyderabad,24
805,Customer_805,Kolkata,36
806,Customer_806,Chennai,64
807,Customer_807,Bengaluru,39
808,Customer_808,Delhi,55
809,Customer_809,Bengaluru,40
810,Customer_810,Chennai,59
811,Customer_811,Kolkata,26
812,Customer_812,Delhi,37
813,Customer_813,Kolkata,59
814,Customer_814,Hyderabad,70
815,Customer_815,Bengaluru,60
816,Customer_816,Delhi,59
817,Customer_817,Kolkata,50
818,Customer_818,Hyderabad,19
819,Customer_819,Hyderabad,37
820,Customer_820,Bengaluru,31
821,Customer_821,Hyderabad,67
822,Customer_822,Ahmedabad,30
823,Customer_823,Pune,26
824,Customer_824,Bengaluru,22
825,Customer_825,Chennai,68
826,Customer_826,Delhi,50
827,Customer_827,Mumbai,60
828,Customer_828,Hyderabad,67
829,Customer_829,Bengaluru,56
830,Customer_830,Kolkata,27
831,Customer_831,Bengaluru,29
832,Customer_832,Bengaluru,64
833,Customer_833,Ahmedabad,20
834,Customer_834,Kolkata,41
835,Customer_835,Pune,46
836,Customer_836,Chennai,66
837,Customer_837,Ahmedabad,32
838,Customer_838,Pune,37
839,Customer_839,Ahmedabad,30
840,Customer_840,Hyderabad,61
841,Customer_841,Ahmedabad,47
842,Customer_842,Chennai,67
843,Customer_843,Kolkata,50
844,Customer_844,Kolkata,28
845,Customer_845,Pune,69
846,Customer_846,Bengaluru,34
847,Customer_847,Mumbai,59
848,Customer_848,Ahmedabad,41
849,Customer_849,Delhi,63
850,Customer_850,Delhi,36
851,Customer_851,Delhi,66
852,Customer_852,Bengaluru,35
853,Customer_853,Ahmedabad,50
854,Customer_854,Bengaluru,45
855,Customer_855,Delhi,32
856,Customer_856,Ahmedabad,40
857,Customer_857,Mumbai,44
858,Customer_858,Mumbai,43
859,Customer_859,Hyderabad,33
860,Customer_860,Kolkata,23
861,Customer_861,Hyderabad,32
862,Customer_862,Mumbai,38
863,Customer_863,Delhi,63
864,Customer_864,Hyderabad,68
865,Customer_865,Bengaluru,26
866,Customer_866,Mumbai,36
867,Customer_867,Ahmedabad,62
868,Customer_868,Bengaluru,66
869,Customer_869,Ahmedabad,46
870,Customer_870,Mumbai,23
871,Customer_871,Mumbai,34
872,Customer_872,Pune,27
873,Customer_873,Kolkata,25
874,Customer_874,Chennai,33
